Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	stationaryDist[1]	stationaryDist[2]	tree_length
1260	-260.632	-351.9167	91.28466	0.00205744	0.0171799	0.0126562	0.00975858	0.0128509	0.0272427	0.00125806	0.0193641	0.0158041	0.00500939	0.00474022	0.000474361	0.00684291	0.0114425	0.00941839	0.0052878	0.0168132	0.00206938	0.00691427	0.0241059	0.00674335	0.0173224	0.0385838	0.0119321	0.000467057	0.0289597	0.0265482	0.0136432	0.00349278	0.0123568	0.00552319	0.0491104	0.0134053	0.039113	0.0348323	0.00841146	0.00422963	0.183654	0.0135502	0.0137121	0.0542196	0.00550092	0.0127875	0.015103	0.0311336	0.0240503	0.00435949	0.0205297	0.0349727	0.0234006	0.00136016	0.0197684	0.00871137	0.0113488	0.00460006	0.000229092	0.0429673	0.0123503	0.0393985	0.0218105	0.0114331	0.5291095	1.470891	0.410625	0.647853	0.873341	1.14503	1.54356	2.43531	0.6435857	2.779936	0.00180967	0.015111	0.0111321	0.00858338	0.0113033	0.0239619	0.00110656	0.0170322	0.0139008	0.00440612	0.00416937	0.000417235	0.00601883	0.0100645	0.00828416	0.004651	0.0147885	0.00182017	0.0060816	0.0212029	0.00593126	0.0152363	0.0339373	0.0104951	0.00041081	0.0254721	0.023351	0.0120002	0.00307216	0.0108687	0.00485805	0.0431961	0.011791	0.0344027	0.0306376	0.00739848	0.00372026	0.161537	0.0119184	0.0120608	0.04769	0.00483846	0.0112475	0.0132842	0.0273842	0.021154	0.00383449	0.0180574	0.030761	0.0205825	0.00119636	0.0173878	0.00766228	0.00998214	0.00404609	0.000201503	0.0377929	0.010863	0.0346539	0.0191839	0.0100562	0.735445	0.264555	1.136916
1296	-260.6915	-351.5272	90.83571	0.0863354	0.0451828	0.00843481	0.00954473	0.0459946	0.0211352	0.009265	0.0408084	0.107985	0.0176417	0.0140116	0.000115564	0.0423888	0.0373327	0.0209488	0.0160684	0.0206987	0.016676	0.025269	0.00404038	0.027214	0.0261134	0.0185406	0.0483303	0.000446607	0.0151887	0.0350789	0.00294013	0.00344192	0.00385012	0.0103792	0.0842144	0.0842859	0.049039	0.0784517	0.0247473	0.0279238	0.0854032	0.0294178	0.0144601	0.0881467	0.0221095	0.0230601	0.125304	0.0529285	0.0267921	0.00657191	0.000592602	0.0512431	0.0270315	0.0155804	0.00821452	0.00526465	0.0174663	0.00360515	0.000241873	0.0674974	0.0736894	0.0919193	0.0201881	0.008976	0.7224911	1.277509	0.514816	0.723389	0.903913	1.1063	1.38238	1.94244	0.480078	1.7682	0.0432592	0.0226393	0.00422635	0.00478249	0.0230461	0.01059	0.00464232	0.0204475	0.0541069	0.00883955	0.00702068	5.79047e-05	0.0212393	0.0187059	0.0104966	0.00805123	0.0103713	0.0083557	0.0126613	0.00202447	0.0136358	0.0130844	0.00928996	0.0242164	0.000223777	0.00761045	0.0175766	0.00147318	0.00172461	0.00192914	0.00520062	0.0421965	0.0422323	0.0245715	0.0393091	0.0123999	0.0139915	0.0427922	0.0147401	0.00724536	0.0441668	0.0110782	0.0115545	0.0627847	0.0265204	0.0134245	0.00329293	0.00029693	0.0256759	0.0135444	0.00780671	0.00411597	0.00263791	0.0087517	0.0018064	0.000121193	0.0338203	0.0369228	0.0460571	0.0101155	0.00449752	0.638754	0.361246	1.995767
1332	-263.8906	-355.8698	91.97919	0.0128337	0.00074468	0.00218199	0.00910646	0.0270465	0.0313523	0.00210399	0.000972998	0.00749278	0.00970304	0.00750013	3.11389e-05	0.00768322	0.0125907	0.0018435	0.00696211	0.0311189	0.00533317	0.0128871	0.00386958	0.00600906	0.00468526	0.00446936	0.00663777	0.0108964	0.00823336	0.00622258	0.0108955	0.00250389	0.00172926	0.00462191	0.0414967	0.030373	0.00634637	0.022641	0.0119639	0.00966131	0.0188413	0.0169027	0.00547528	0.0222807	0.0197773	0.0042115	0.0159458	0.0215094	0.0119838	0.0063704	0.00372462	0.0157108	0.0135319	0.00443682	0.000581213	0.00374491	0.0194398	0.0046862	0.00327349	0.0429668	0.0101216	0.032386	0.00973264	0.00250061	0.8761943	1.123806	0.180383	0.433755	0.770596	1.2977	2.30545	5.54376	1.238381	1.282599	0.0185223	0.00107476	0.00314915	0.0131429	0.0390349	0.0452493	0.00303659	0.00140428	0.010814	0.0140039	0.0108246	4.49412e-05	0.0110888	0.0181716	0.00266064	0.0100481	0.0449123	0.0076971	0.0185993	0.00558478	0.00867259	0.00676201	0.00645041	0.00957997	0.0157262	0.0118828	0.00898075	0.015725	0.00361374	0.00249576	0.00667057	0.0598902	0.0438359	0.00915941	0.0326766	0.0172669	0.0139437	0.0271927	0.0243948	0.00790221	0.0321566	0.0285436	0.00607826	0.0230137	0.0310435	0.0172956	0.00919408	0.00537556	0.0226746	0.01953	0.00640344	0.000838837	0.00540485	0.0280565	0.00676336	0.00472447	0.0620119	0.014608	0.0467411	0.0140466	0.00360901	0.561903	0.438097	0.6928801
1368	-270.4774	-362.1078	91.63045	0.000317634	0.000224698	0.0185272	0.00708662	0.00451596	0.00690829	0.00120124	0.000620804	0.0064463	0.00585205	0.000927147	1.18978e-05	0.00660258	0.00454058	0.000189087	0.0121169	0.0189744	0.00219514	0.00708944	0.00606367	0.000782482	0.00056474	0.00301204	0.0019795	0.00131214	0.00582297	0.00256123	0.00353959	0.0028597	0.00154208	0.000810022	0.0086118	0.0216431	0.00807672	0.00387947	0.0107233	0.00452871	0.0249577	0.00693431	0.00225364	0.00917077	0.011559	0.00922414	0.00373177	0.0171921	0.017066	0.00126693	0.00153306	0.00797659	0.00618078	0.00408807	0.00050723	0.00852033	0.0049841	0.00244485	0.00444342	0.00971061	0.00358688	0.0329546	0.00624036	0.00179454	0.9737165	1.026283	0.0804263	0.292523	0.681478	1.4674	3.41854	12.4337	1.822433	1.053986	0.000812398	0.000574701	0.0473861	0.0181251	0.0115503	0.017669	0.00307237	0.0015878	0.0164874	0.0149675	0.00237132	3.04304e-05	0.0168871	0.0116133	0.000483621	0.0309909	0.0485301	0.00561442	0.0181323	0.0155088	0.00200132	0.00144441	0.00770377	0.00506289	0.00335601	0.0148931	0.00655074	0.00905305	0.00731414	0.00394412	0.00207176	0.022026	0.0553555	0.0206575	0.00992235	0.0274266	0.0115829	0.0638333	0.0177356	0.00576403	0.0234557	0.029564	0.0235922	0.00954458	0.0439715	0.0436488	0.00324037	0.00392104	0.0204014	0.0158083	0.0104559	0.00129732	0.0217921	0.0127476	0.00625308	0.0113647	0.0248364	0.00917401	0.0842865	0.0159607	0.00458982	0.513142	0.486858	0.390983
1404	-272.3931	-364.2007	91.80758	0.000611115	0.000273509	0.00297234	0.00230479	0.0100618	0.0145295	0.000399807	0.0284962	0.00879176	0.00534496	0.00437096	0.0029056	0.0146174	0.00564436	0.0100176	0.00303986	0.0241054	0.00327691	0.00127852	0.00201931	0.000768241	0.00119168	0.000618621	0.00648778	0.00531115	0.00483022	0.00325382	0.00058461	0.000885388	0.00205644	0.0144501	0.00277166	0.0192615	0.0103819	0.0153775	0.0224471	0.00686718	0.019858	0.0060548	0.0116988	0.0179586	0.014375	0.00253775	0.00230707	0.0270067	0.00636944	0.00117523	0.00165913	0.0327454	0.00240007	0.0132711	0.00432859	0.0124969	0.00740142	0.00279471	0.00564499	0.0152176	0.00241511	0.00571671	0.00427369	0.0103713	0.8379332	1.162067	0.147145	0.392743	0.747083	1.33854	2.5462	6.796	1.385642	1.386825	0.00124038	0.000555141	0.00603294	0.00467803	0.0204224	0.0294904	0.000811488	0.0578387	0.0178446	0.0108486	0.00887171	0.00589749	0.0296689	0.0114563	0.0203326	0.00616998	0.0489267	0.00665113	0.002595	0.00409859	0.0015593	0.00241876	0.00125561	0.0131682	0.01078	0.00980388	0.00660427	0.00118658	0.00179707	0.00417396	0.0293293	0.00562562	0.0390951	0.0210721	0.0312116	0.0455607	0.0139383	0.0403057	0.0122894	0.0237449	0.0364505	0.0291768	0.00515086	0.00468264	0.0548154	0.012928	0.00238535	0.00336752	0.0664633	0.00487141	0.0269363	0.00878573	0.0253649	0.0150226	0.00567241	0.0114576	0.030887	0.00490195	0.0116032	0.0086743	0.0210506	0.581033	0.418967	0.4926846
1440	-277.4556	-368.6412	91.18558	0.00577591	0.000158764	0.000320226	0.050925	0.0132763	0.00894616	0.00245374	0.0162867	0.006916	0.0187967	0.00854163	0.000691141	0.0349028	0.0117263	0.0110224	0.0320483	0.0235825	0.0247125	0.0216974	0.0423366	0.028809	0.000756497	0.000212198	0.0159151	0.0154029	0.00122116	0.0306565	0.00498558	0.0037259	0.00643257	0.0324711	0.0114685	0.0202145	0.00613554	0.01562	0.0194445	0.00788408	0.013748	0.0176309	0.0334853	0.0516316	0.042482	0.0188892	0.000949645	0.0307591	0.000920447	0.0612804	0.0347897	6.7936e-05	0.0217226	0.0509386	0.0285903	0.0083089	0.0344269	0.0153132	0.0990178	0.0142864	0.00473293	0.00326713	0.0051101	0.0240426	0.571932	1.428068	0.315	0.569279	0.838814	1.19216	1.75661	3.1746	0.8352759	2.496919	0.00492461	0.000135364	0.000273029	0.0434194	0.0113196	0.00762762	0.00209209	0.0138862	0.00589667	0.0160264	0.00728271	0.000589276	0.0297586	0.00999802	0.00939783	0.0273248	0.0201068	0.0210703	0.0184995	0.0360968	0.0245629	0.000644999	0.000180922	0.0135695	0.0131327	0.00104118	0.0261381	0.00425078	0.00317675	0.00548449	0.0276853	0.00977823	0.0172352	0.00523124	0.0133178	0.0165786	0.00672207	0.0117217	0.0150323	0.02855	0.0440218	0.0362207	0.0161052	0.00080968	0.0262257	0.000784785	0.0522485	0.0296622	5.79231e-05	0.018521	0.043431	0.0243765	0.00708428	0.0293528	0.0130563	0.0844239	0.0121807	0.00403536	0.0027856	0.00435694	0.020499	0.714034	0.285966	1.172865
1476	-267.6843	-358.3996	90.71521	0.000328849	0.00153349	0.00456182	0.00131602	0.0143103	0.00369973	0.0115135	0.000594237	0.00424029	0.00560136	0.00226885	0.00864372	0.00426388	0.011517	0.00423206	0.000651973	0.00488711	0.00099077	0.00549005	0.0041477	0.0005034	0.00273161	0.000230766	0.0113223	0.000127234	0.00024839	0.00925409	0.00322977	0.00212637	0.00571537	0.00266425	0.00781896	0.000718211	0.00947848	0.00618105	0.0138937	0.00056707	0.0340001	0.0041517	0.0119456	0.0199864	0.0110817	0.0112019	0.000277776	0.00778196	0.00383381	0.0033947	0.0013706	0.00154901	0.000407434	0.00262424	0.00165187	0.00276499	0.00138237	0.00572638	0.0260552	0.00707344	0.00309222	0.0135986	0.00465303	0.00484772	0.5317272	1.468273	0.106087	0.334821	0.710805	1.40686	2.98667	9.42623	1.622202	2.761327	0.000923587	0.00430688	0.0128121	0.00369609	0.0401911	0.0103908	0.0323361	0.00166894	0.011909	0.0157317	0.00637217	0.0242763	0.0119753	0.032346	0.0118859	0.00183109	0.0137256	0.00278262	0.015419	0.011649	0.00141382	0.00767184	0.000648115	0.0317991	0.000357342	0.000697614	0.0259905	0.00907096	0.00597199	0.0160519	0.00748266	0.0219599	0.00201713	0.0266207	0.0173598	0.039021	0.00159264	0.0954908	0.0116602	0.0335498	0.0561326	0.0311235	0.0314611	0.000780145	0.021856	0.0107674	0.00953415	0.00384939	0.00435047	0.0011443	0.0073703	0.00463934	0.00776559	0.00388243	0.0160828	0.0731772	0.0198661	0.00868463	0.0381922	0.0130682	0.013615	0.734136	0.265864	0.3560565
1512	-275.2162	-366.781	91.56479	0.00428102	0.000874391	0.0112546	0.00292448	0.013764	0.0174375	0.00398374	0.00322441	0.00622648	0.00339904	0.00243963	0.00878429	0.0201515	0.0157856	0.00566915	0.00710528	0.0330284	0.00160214	0.0258947	0.00125828	0.00394613	0.00603526	0.000923901	0.0163092	0.00617283	0.00100885	0.00243071	0.00767052	0.00979729	0.00328274	0.00289238	0.0124005	0.00398813	0.00258864	0.017427	0.00334104	0.0064336	0.0448177	0.00360301	0.00574225	0.0258418	0.00978376	0.0310321	0.000302277	0.0163571	0.01489	0.00726342	0.00585543	0.0279632	0.0015113	0.00583335	0.00138393	0.00161974	0.00130853	0.00561924	0.019141	0.00763198	0.00213143	0.0286566	0.0126354	0.0077295	0.7268579	1.273142	0.153235	0.400587	0.751707	1.33031	2.49634	6.52594	1.356322	1.751569	0.00732561	0.00149624	0.0192588	0.00500433	0.0235526	0.0298387	0.00681691	0.00551755	0.0106546	0.00581638	0.00417466	0.0150315	0.0344828	0.027012	0.00970095	0.0121584	0.0565176	0.00274155	0.0443105	0.00215315	0.00675255	0.0103274	0.00158096	0.0279079	0.0105628	0.00172632	0.00415938	0.0131257	0.016765	0.00561736	0.00494939	0.0212194	0.00682441	0.00442963	0.0298207	0.00571713	0.0110091	0.0766913	0.00616541	0.00982604	0.0442201	0.0167418	0.0531016	0.000517251	0.0279899	0.0254796	0.012429	0.0100197	0.0478501	0.0025861	0.00998193	0.00236815	0.00277167	0.00223913	0.00961555	0.0327537	0.0130597	0.00364726	0.0490367	0.0216215	0.0132266	0.636571	0.363429	0.5843912
1548	-272.6719	-363.8278	91.15594	0.00908883	0.000716506	0.0305536	0.0120226	0.0397796	0.0390978	0.00252056	0.0151673	0.0420043	0.00417104	0.00531926	0.0103084	0.091802	0.0335136	0.00821052	0.00698241	0.0227836	0.0230951	0.054779	0.00763755	0.00246535	0.025131	0.0054172	0.0281104	0.0119046	0.00100471	0.00516052	0.0169556	0.0031514	0.00158263	0.0439495	0.0176923	0.0162353	0.0598943	0.0369984	0.0104184	0.0335931	0.0979599	0.0101802	0.0244037	0.136214	0.026746	0.0791238	0.000363279	0.00790579	0.0374422	0.0188723	0.0143561	0.112955	0.0044623	0.00855607	0.0364602	0.0185167	0.0139936	0.0151693	0.0612695	0.0401993	0.00205553	0.0218864	0.012266	0.0165452	0.7463369	1.253663	0.334147	0.585899	0.846379	1.1815	1.70678	2.9927	0.7926098	1.679755	0.00569076	0.000448623	0.0191304	0.00752768	0.0249071	0.0244802	0.00157819	0.00949665	0.0263	0.0026116	0.00333053	0.00645434	0.0574797	0.0209838	0.00514083	0.00437187	0.0142654	0.0144604	0.0342986	0.00478207	0.00154362	0.0157352	0.00339185	0.0176007	0.00745376	0.000629075	0.00323114	0.0106164	0.00197318	0.000990924	0.027518	0.0110776	0.0101654	0.0375014	0.0231657	0.00652326	0.0210335	0.0613353	0.00637412	0.0152798	0.0852872	0.0167464	0.0495415	0.000227459	0.00495003	0.0234436	0.0118164	0.00898877	0.0707244	0.00279397	0.00535718	0.0228287	0.0115938	0.00876175	0.0094979	0.0383625	0.0251699	0.00128702	0.0137037	0.00768004	0.0103594	0.626832	0.373168	1.597121
1584	-267.5267	-358.0886	90.56191	0.00235193	0.000832635	0.0213118	0.00666134	0.012195	0.0337225	0.00241475	0.0184198	0.0185416	0.00454796	0.00602716	0.00194211	0.0197567	0.012251	0.00610938	0.00714813	0.00538063	0.0113126	0.0104272	0.00139203	0.00113581	0.0173536	0.00285698	0.00843938	0.00102197	0.000459854	0.014189	0.00740628	0.00218195	0.00123193	0.028814	0.0221516	0.00853842	0.0312027	0.0226206	0.0134179	0.00207552	0.0434529	0.0175843	0.0175366	0.0676759	0.0175939	0.042946	0.00170024	0.0165772	0.0180317	0.00965213	0.00858556	0.0320177	0.0108137	0.00274753	0.0193459	0.000840257	0.00556785	0.00426486	0.00435054	0.0134612	0.00832941	0.00317924	0.0183596	0.0171545	0.3935251	1.606475	0.191397	0.446476	0.777577	1.28605	2.23976	5.22475	1.195527	4.082268	0.00297859	0.00105449	0.0269902	0.00843621	0.0154443	0.0427077	0.00305814	0.0233277	0.0234819	0.00575973	0.00763306	0.00245957	0.0250208	0.0155152	0.00773719	0.00905271	0.00681426	0.0143268	0.0132055	0.00176292	0.00143844	0.0219773	0.0036182	0.010688	0.00129427	0.000582379	0.0179696	0.00937964	0.00276332	0.00156017	0.0364913	0.0280537	0.0108134	0.0395165	0.0286477	0.016993	0.00262853	0.0550307	0.0222696	0.0222091	0.0857077	0.0222817	0.0543887	0.00215326	0.0209941	0.0228361	0.0122239	0.0108731	0.0405486	0.0136949	0.00347959	0.0245005	0.00106414	0.00705137	0.00540121	0.00550972	0.0170478	0.0105487	0.00402632	0.0232515	0.0217252	0.803237	0.196763	0.7896125
1620	-263.3525	-354.9037	91.55117	0.00132948	0.00210756	0.00460669	0.0170499	0.00823938	0.00125395	0.0002293	0.00375536	0.00650532	0.00639938	0.00733423	0.00492387	0.00649468	0.00199153	0.00103001	0.00635743	0.00128042	0.00994025	0.00200979	0.00826756	0.000127517	0.0361491	0.0129268	0.00990786	0.00389423	0.00116234	0.00429851	0.00456597	0.00671035	0.00133026	0.00594781	0.0183624	0.00511369	0.0266306	0.0200662	0.0014704	0.00288079	0.0489005	0.0107249	0.0102723	0.0247183	0.00979155	0.0261932	0.00714298	0.000349034	0.01137	0.00351448	0.0105451	0.026243	0.0024017	0.00838989	0.00842426	0.00510204	0.0119671	0.00673927	0.0264105	0.0156215	0.00136507	0.0019415	0.00207866	0.00214923	0.7763581	1.223642	0.125991	0.36411	0.729647	1.37053	2.74642	7.9371	1.497872	1.576131	0.00243939	0.00386703	0.00845253	0.0312838	0.0151179	0.00230079	0.000420729	0.00689048	0.0119362	0.0117418	0.0134571	0.00903451	0.0119167	0.00365414	0.0018899	0.0116649	0.00234936	0.0182388	0.00368765	0.0151696	0.000233973	0.0663277	0.0237186	0.0181793	0.00714529	0.00213271	0.00788707	0.00837782	0.0123124	0.00244082	0.0109133	0.0336921	0.0093828	0.0488629	0.0368182	0.00269795	0.00528578	0.0897245	0.0196784	0.018848	0.0453542	0.0179659	0.0480603	0.0131062	0.000640421	0.0208622	0.0064485	0.0193485	0.0481517	0.00440673	0.0153941	0.0154572	0.00936141	0.0219578	0.0123655	0.048459	0.0286629	0.00250468	0.00356234	0.003814	0.00394348	0.611821	0.388179	0.545007
1656	-263.8419	-355.3569	91.51503	4.07769e-05	0.00105908	0.00367825	0.00797767	0.0045327	0.00548828	1.80529e-05	0.012719	0.00754534	0.00467958	0.0127405	0.00696342	0.0394221	0.0157789	0.00294761	0.00305752	0.000827856	0.00500428	0.00502123	0.00520941	0.00315957	0.0431629	0.005939	0.00238042	0.011244	0.00361605	0.0224435	0.000947841	0.00193232	0.000484026	0.00964615	0.00425477	0.00708165	0.00899168	0.0165511	0.0025111	0.00473093	0.0507112	0.00762134	0.00541754	0.0254832	0.0395559	0.0406587	0.00732465	0.00120538	0.00552206	0.00817077	0.00470481	0.0248369	0.00126282	0.000671975	0.0087946	0.00864323	0.00218943	0.00125315	0.0102786	0.0101232	0.00609997	0.00394249	0.00727175	0.00859328	0.6298305	1.370169	0.202937	0.459408	0.784535	1.27464	2.17672	4.92764	1.153193	2.175457	6.98084e-05	0.00181311	0.00629702	0.0136575	0.0077598	0.00939572	3.09059e-05	0.0217744	0.0129173	0.00801125	0.0218112	0.0119211	0.0674892	0.0270128	0.00504619	0.00523436	0.00141726	0.00856714	0.00859615	0.0089183	0.00540907	0.0738931	0.0101673	0.00407519	0.0192493	0.00619054	0.0384225	0.00162267	0.00330805	0.000828634	0.0165138	0.007284	0.0121235	0.0153934	0.0283349	0.00429891	0.00809916	0.0868157	0.0130474	0.00927461	0.0436263	0.0677181	0.0696061	0.0125395	0.00206357	0.00945355	0.013988	0.00805445	0.0425197	0.0021619	0.00115039	0.015056	0.0147969	0.00374821	0.00214534	0.0175965	0.0173305	0.0104429	0.00674939	0.0124489	0.0147114	0.685085	0.314915	0.5841255
1692	-274.7252	-366.1067	91.38143	2.04137e-05	0.0102154	0.0135072	0.0274717	0.00168763	0.0104529	0.000292222	0.0331821	0.0154963	0.00974966	0.0183631	0.0412867	0.0623408	0.0199666	0.00418568	0.00380382	0.00178349	0.000699066	0.0236857	0.0125285	0.0111381	0.0228965	0.0215712	0.0344477	0.0197914	0.0153207	0.0341103	0.000133553	0.0105558	0.0450438	0.0294827	0.0442831	0.0173314	0.0582675	0.0289873	0.0168973	0.00054741	0.0666397	0.0156116	0.00172109	0.0448949	0.0146468	0.0316718	0.00884778	0.00643079	0.0191801	0.0108638	0.00828126	0.0640932	0.000111503	0.00164025	0.00730791	0.012317	0.0022562	0.00174376	0.00322563	0.0542817	0.0210044	0.00552202	0.00931379	0.00261417	0.619546	1.380454	0.321811	0.575249	0.841549	1.18829	1.73838	3.10742	0.8198095	2.22817	1.79738e-05	0.00899448	0.0118928	0.0241883	0.00148592	0.00920352	0.000257295	0.0292161	0.0136442	0.00858437	0.0161683	0.036352	0.0548897	0.0175802	0.0036854	0.00334918	0.00157033	0.000615513	0.0208548	0.0110311	0.0098069	0.0201599	0.018993	0.0303304	0.0174259	0.0134896	0.0300334	0.000117591	0.00929415	0.0396601	0.0259589	0.0389903	0.0152599	0.0513033	0.0255227	0.0148777	0.000481983	0.0586748	0.0137457	0.00151538	0.039529	0.0128962	0.0278864	0.00779028	0.00566217	0.0168877	0.00956537	0.00729147	0.0564327	9.81762e-05	0.0014442	0.00643446	0.0108448	0.00198653	0.00153535	0.0028401	0.0477939	0.0184939	0.00486202	0.0082006	0.00230172	0.690227	0.309773	1.135746
1728	-279.3005	-370.9186	91.61818	0.00069059	0.00309563	0.00405004	0.0138403	0.00412693	0.00397241	0.000257096	0.00447104	0.00696552	0.011171	0.00116716	0.0048182	0.0133506	0.00280033	0.00565783	0.0039087	0.00896539	0.00245126	0.00030367	0.00307831	0.000139569	0.01764	0.0125911	0.00570036	0.00628442	0.0027902	0.00494037	0.000445124	0.00434553	0.0123281	0.00987035	0.00667524	0.00272431	0.00716004	0.00709838	0.00878305	0.00314409	0.0363966	0.011432	0.00721232	0.00893333	0.0155517	0.0139524	0.000989761	0.00348708	0.00469274	0.00354708	0.00175815	0.0098092	0.000834224	0.00606148	0.00199803	0.00542599	0.000376496	0.00213127	0.00196267	0.0216718	0.00474556	0.00111418	0.00188645	0.0017302	0.8406136	1.159386	0.117821	0.352398	0.722242	1.38458	2.8377	8.48745	1.546347	1.379214	0.00181972	0.00815706	0.010672	0.0364696	0.0108746	0.0104674	0.000677456	0.0117813	0.0183543	0.0294359	0.00307549	0.0126961	0.0351791	0.00737894	0.0149085	0.0102995	0.023624	0.00645914	0.000800178	0.00811142	0.000367767	0.0464818	0.0331778	0.0150206	0.0165596	0.00735226	0.013018	0.00117291	0.0114506	0.0324848	0.0260086	0.0175894	0.00717862	0.0188669	0.0187044	0.0231436	0.00828477	0.095906	0.0301235	0.0190047	0.0235396	0.0409791	0.0367648	0.00260805	0.00918855	0.0123655	0.00934665	0.00463278	0.0258475	0.0021982	0.0159722	0.00526486	0.0142976	0.000992077	0.00561595	0.00517168	0.0571058	0.0125047	0.0029359	0.00497084	0.00455912	0.579693	0.420307	0.3795028
1764	-275.5555	-366.8035	91.24796	0.00297756	0.0261623	0.00996905	0.00667211	0.00179525	0.0116188	0.00220807	0.00392065	0.0254716	0.0347024	0.0192167	0.00955321	0.0208128	0.00552483	0.00208774	0.00484601	0.0200552	0.0060337	0.000160306	0.0239759	0.004244	0.0434012	0.0197362	0.0140312	0.010467	0.00795834	0.0694872	0.000444869	0.0339641	0.00692688	0.0148229	0.0153052	0.00368804	0.0375975	0.00277867	0.0246277	0.0114012	0.0836345	0.021996	0.00720715	0.0455345	0.0129068	0.0250702	0.00483775	0.00490297	0.00759405	0.0442174	0.0208943	0.0384132	0.0118751	0.00503978	0.00122454	0.0063847	0.013672	0.00699388	0.00763645	0.0895172	0.0146058	0.00274253	0.0123785	0.0145548	0.6755425	1.324457	0.194298	0.449763	0.779359	1.28311	2.22339	5.14673	1.184649	1.960583	0.00280246	0.0246238	0.00938281	0.00627975	0.00168968	0.0109355	0.00207822	0.0036901	0.0239737	0.0326617	0.0180866	0.00899143	0.0195888	0.00519994	0.00196497	0.00456104	0.0188758	0.00567888	0.000150879	0.022566	0.00399443	0.0408489	0.0185756	0.0132061	0.00985146	0.00749034	0.065401	0.000418708	0.0319668	0.00651953	0.0139512	0.0144051	0.00347116	0.0353866	0.00261527	0.0231794	0.0107307	0.0787163	0.0207025	0.00678333	0.0428568	0.0121478	0.0235959	0.00455326	0.00461464	0.00714748	0.0416171	0.0196656	0.0361542	0.0111768	0.00474341	0.00115253	0.00600924	0.012868	0.0065826	0.00718738	0.0842531	0.0137469	0.00258125	0.0116505	0.0136989	0.662229	0.337771	1.06248
